id,title,handle,product_type,vendor,status,published_at,image_url,tags,body_html,created_at,updated_at
1000545,Everyday Sneaker 42,everyday-sneaker-42,Footwear,Northwind Co.,active,2023-07-09T00:00:00+00:00,https://cdn.northwindco.com/products/everyday-sneaker-42.jpg,"footwear,sneakers",<p>The Everyday Sneaker 42 by Northwind Co.</p>,2023-07-09T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000546,Low-Top Sneaker 43,low-top-sneaker-43,Footwear,Northwind Co.,active,2023-07-24T00:00:00+00:00,https://cdn.northwindco.com/products/low-top-sneaker-43.jpg,"footwear,sneakers",<p>The Low-Top Sneaker 43 by Northwind Co.</p>,2023-07-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000547,High-Top Sneaker 44,high-top-sneaker-44,Footwear,Northwind Co.,active,2024-07-19T00:00:00+00:00,https://cdn.northwindco.com/products/high-top-sneaker-44.jpg,"footwear,sneakers",<p>The High-Top Sneaker 44 by Northwind Co.</p>,2024-07-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000548,Trail Sneaker 45,trail-sneaker-45,Footwear,Northwind Co.,active,2022-12-25T00:00:00+00:00,https://cdn.northwindco.com/products/trail-sneaker-45.jpg,"footwear,sneakers",<p>The Trail Sneaker 45 by Northwind Co.</p>,2022-12-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000549,Chelsea Boot,chelsea-boot,Footwear,Northwind Co.,active,2022-09-17T00:00:00+00:00,https://cdn.northwindco.com/products/chelsea-boot.jpg,"footwear,boots",<p>The Chelsea Boot by Northwind Co.</p>,2022-09-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000550,Lace-Up Boot 2,lace-up-boot-2,Footwear,Northwind Co.,active,2023-11-17T00:00:00+00:00,https://cdn.northwindco.com/products/lace-up-boot-2.jpg,"footwear,boots",<p>The Lace-Up Boot 2 by Northwind Co.</p>,2023-11-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000551,Combat Boot 3,combat-boot-3,Footwear,Northwind Co.,active,2024-07-01T00:00:00+00:00,https://cdn.northwindco.com/products/combat-boot-3.jpg,"footwear,boots",<p>The Combat Boot 3 by Northwind Co.</p>,2024-07-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000552,Work Boot 4,work-boot-4,Footwear,Northwind Co.,active,2024-07-24T00:00:00+00:00,https://cdn.northwindco.com/products/work-boot-4.jpg,"footwear,boots",<p>The Work Boot 4 by Northwind Co.</p>,2024-07-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000553,Chukka Boot 5,chukka-boot-5,Footwear,Northwind Co.,active,2024-07-20T00:00:00+00:00,https://cdn.northwindco.com/products/chukka-boot-5.jpg,"footwear,boots",<p>The Chukka Boot 5 by Northwind Co.</p>,2024-07-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000554,Hiking Boot 6,hiking-boot-6,Footwear,Northwind Co.,active,2022-06-27T00:00:00+00:00,https://cdn.northwindco.com/products/hiking-boot-6.jpg,"footwear,boots",<p>The Hiking Boot 6 by Northwind Co.</p>,2022-06-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000555,Chelsea Boot 7,chelsea-boot-7,Footwear,Northwind Co.,active,2022-10-01T00:00:00+00:00,https://cdn.northwindco.com/products/chelsea-boot-7.jpg,"footwear,boots",<p>The Chelsea Boot 7 by Northwind Co.</p>,2022-10-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000556,Lace-Up Boot 8,lace-up-boot-8,Footwear,Northwind Co.,active,2024-12-17T00:00:00+00:00,https://cdn.northwindco.com/products/lace-up-boot-8.jpg,"footwear,boots",<p>The Lace-Up Boot 8 by Northwind Co.</p>,2024-12-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000557,Combat Boot 9,combat-boot-9,Footwear,Northwind Co.,active,2023-11-06T00:00:00+00:00,https://cdn.northwindco.com/products/combat-boot-9.jpg,"footwear,boots",<p>The Combat Boot 9 by Northwind Co.</p>,2023-11-06T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000558,Work Boot 10,work-boot-10,Footwear,Northwind Co.,active,2024-12-02T00:00:00+00:00,https://cdn.northwindco.com/products/work-boot-10.jpg,"footwear,boots",<p>The Work Boot 10 by Northwind Co.</p>,2024-12-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000559,Chukka Boot 11,chukka-boot-11,Footwear,Northwind Co.,active,2023-10-04T00:00:00+00:00,https://cdn.northwindco.com/products/chukka-boot-11.jpg,"footwear,boots",<p>The Chukka Boot 11 by Northwind Co.</p>,2023-10-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000560,Hiking Boot 12,hiking-boot-12,Footwear,Northwind Co.,active,2024-06-25T00:00:00+00:00,https://cdn.northwindco.com/products/hiking-boot-12.jpg,"footwear,boots",<p>The Hiking Boot 12 by Northwind Co.</p>,2024-06-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000561,Chelsea Boot 13,chelsea-boot-13,Footwear,Northwind Co.,active,2022-08-05T00:00:00+00:00,https://cdn.northwindco.com/products/chelsea-boot-13.jpg,"footwear,boots",<p>The Chelsea Boot 13 by Northwind Co.</p>,2022-08-05T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000562,Lace-Up Boot 14,lace-up-boot-14,Footwear,Northwind Co.,active,2024-11-09T00:00:00+00:00,https://cdn.northwindco.com/products/lace-up-boot-14.jpg,"footwear,boots",<p>The Lace-Up Boot 14 by Northwind Co.</p>,2024-11-09T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000563,Combat Boot 15,combat-boot-15,Footwear,Northwind Co.,active,2022-10-24T00:00:00+00:00,https://cdn.northwindco.com/products/combat-boot-15.jpg,"footwear,boots",<p>The Combat Boot 15 by Northwind Co.</p>,2022-10-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000564,Work Boot 16,work-boot-16,Footwear,Northwind Co.,active,2022-08-21T00:00:00+00:00,https://cdn.northwindco.com/products/work-boot-16.jpg,"footwear,boots",<p>The Work Boot 16 by Northwind Co.</p>,2022-08-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000565,Chukka Boot 17,chukka-boot-17,Footwear,Northwind Co.,active,2024-10-27T00:00:00+00:00,https://cdn.northwindco.com/products/chukka-boot-17.jpg,"footwear,boots",<p>The Chukka Boot 17 by Northwind Co.</p>,2024-10-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000566,Hiking Boot 18,hiking-boot-18,Footwear,Northwind Co.,active,2022-11-17T00:00:00+00:00,https://cdn.northwindco.com/products/hiking-boot-18.jpg,"footwear,boots",<p>The Hiking Boot 18 by Northwind Co.</p>,2022-11-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000567,Chelsea Boot 19,chelsea-boot-19,Footwear,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/chelsea-boot-19.jpg,"footwear,boots",<p>The Chelsea Boot 19 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000568,Lace-Up Boot 20,lace-up-boot-20,Footwear,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/lace-up-boot-20.jpg,"footwear,boots",<p>The Lace-Up Boot 20 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000569,Combat Boot 21,combat-boot-21,Footwear,Northwind Co.,active,2023-03-17T00:00:00+00:00,https://cdn.northwindco.com/products/combat-boot-21.jpg,"footwear,boots",<p>The Combat Boot 21 by Northwind Co.</p>,2023-03-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000570,Work Boot 22,work-boot-22,Footwear,Northwind Co.,active,2023-05-19T00:00:00+00:00,https://cdn.northwindco.com/products/work-boot-22.jpg,"footwear,boots",<p>The Work Boot 22 by Northwind Co.</p>,2023-05-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000571,Slide Sandal,slide-sandal,Footwear,Northwind Co.,active,2022-08-13T00:00:00+00:00,https://cdn.northwindco.com/products/slide-sandal.jpg,"footwear,sandals",<p>The Slide Sandal by Northwind Co.</p>,2022-08-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000572,Strap Sandal 2,strap-sandal-2,Footwear,Northwind Co.,active,2024-01-06T00:00:00+00:00,https://cdn.northwindco.com/products/strap-sandal-2.jpg,"footwear,sandals",<p>The Strap Sandal 2 by Northwind Co.</p>,2024-01-06T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000573,Fisherman Sandal 3,fisherman-sandal-3,Footwear,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/fisherman-sandal-3.jpg,"footwear,sandals",<p>The Fisherman Sandal 3 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000574,Platform Sandal 4,platform-sandal-4,Footwear,Northwind Co.,active,2024-09-11T00:00:00+00:00,https://cdn.northwindco.com/products/platform-sandal-4.jpg,"footwear,sandals",<p>The Platform Sandal 4 by Northwind Co.</p>,2024-09-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000575,Flat Sandal 5,flat-sandal-5,Footwear,Northwind Co.,active,2022-09-07T00:00:00+00:00,https://cdn.northwindco.com/products/flat-sandal-5.jpg,"footwear,sandals",<p>The Flat Sandal 5 by Northwind Co.</p>,2022-09-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000576,Sport Sandal 6,sport-sandal-6,Footwear,Northwind Co.,active,2022-11-26T00:00:00+00:00,https://cdn.northwindco.com/products/sport-sandal-6.jpg,"footwear,sandals",<p>The Sport Sandal 6 by Northwind Co.</p>,2022-11-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000577,Slide Sandal 7,slide-sandal-7,Footwear,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/slide-sandal-7.jpg,"footwear,sandals",<p>The Slide Sandal 7 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000578,Strap Sandal 8,strap-sandal-8,Footwear,Northwind Co.,active,2023-04-13T00:00:00+00:00,https://cdn.northwindco.com/products/strap-sandal-8.jpg,"footwear,sandals",<p>The Strap Sandal 8 by Northwind Co.</p>,2023-04-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000579,Fisherman Sandal 9,fisherman-sandal-9,Footwear,Northwind Co.,active,2023-03-11T00:00:00+00:00,https://cdn.northwindco.com/products/fisherman-sandal-9.jpg,"footwear,sandals",<p>The Fisherman Sandal 9 by Northwind Co.</p>,2023-03-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000580,Platform Sandal 10,platform-sandal-10,Footwear,Northwind Co.,active,2024-08-18T00:00:00+00:00,https://cdn.northwindco.com/products/platform-sandal-10.jpg,"footwear,sandals",<p>The Platform Sandal 10 by Northwind Co.</p>,2024-08-18T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000581,Flat Sandal 11,flat-sandal-11,Footwear,Northwind Co.,active,2022-10-05T00:00:00+00:00,https://cdn.northwindco.com/products/flat-sandal-11.jpg,"footwear,sandals",<p>The Flat Sandal 11 by Northwind Co.</p>,2022-10-05T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000582,Sport Sandal 12,sport-sandal-12,Footwear,Northwind Co.,active,2022-06-09T00:00:00+00:00,https://cdn.northwindco.com/products/sport-sandal-12.jpg,"footwear,sandals",<p>The Sport Sandal 12 by Northwind Co.</p>,2022-06-09T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000583,Slide Sandal 13,slide-sandal-13,Footwear,Northwind Co.,active,2024-04-06T00:00:00+00:00,https://cdn.northwindco.com/products/slide-sandal-13.jpg,"footwear,sandals",<p>The Slide Sandal 13 by Northwind Co.</p>,2024-04-06T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000584,Strap Sandal 14,strap-sandal-14,Footwear,Northwind Co.,active,2022-07-05T00:00:00+00:00,https://cdn.northwindco.com/products/strap-sandal-14.jpg,"footwear,sandals",<p>The Strap Sandal 14 by Northwind Co.</p>,2022-07-05T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000585,Fisherman Sandal 15,fisherman-sandal-15,Footwear,Northwind Co.,active,2022-07-04T00:00:00+00:00,https://cdn.northwindco.com/products/fisherman-sandal-15.jpg,"footwear,sandals",<p>The Fisherman Sandal 15 by Northwind Co.</p>,2022-07-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000586,Archive Variou,archive-variou,Limited Edition,Northwind Co.,active,2024-05-01T00:00:00+00:00,https://cdn.northwindco.com/products/archive-variou.jpg,"limited editions,various",<p>The Archive Variou by Northwind Co.</p>,2024-05-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000587,Reserve Variou 2,reserve-variou-2,Limited Edition,Northwind Co.,active,2022-06-24T00:00:00+00:00,https://cdn.northwindco.com/products/reserve-variou-2.jpg,"limited editions,various",<p>The Reserve Variou 2 by Northwind Co.</p>,2022-06-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000588,Capsule Variou 3,capsule-variou-3,Limited Edition,Northwind Co.,active,2024-05-26T00:00:00+00:00,https://cdn.northwindco.com/products/capsule-variou-3.jpg,"limited editions,various",<p>The Capsule Variou 3 by Northwind Co.</p>,2024-05-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000589,Collector Variou 4,collector-variou-4,Limited Edition,Northwind Co.,active,2022-12-25T00:00:00+00:00,https://cdn.northwindco.com/products/collector-variou-4.jpg,"limited editions,various",<p>The Collector Variou 4 by Northwind Co.</p>,2022-12-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000590,Artist Variou 5,artist-variou-5,Limited Edition,Northwind Co.,active,2023-03-26T00:00:00+00:00,https://cdn.northwindco.com/products/artist-variou-5.jpg,"limited editions,various",<p>The Artist Variou 5 by Northwind Co.</p>,2023-03-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000591,Heritage Variou 6,heritage-variou-6,Limited Edition,Northwind Co.,active,2024-06-12T00:00:00+00:00,https://cdn.northwindco.com/products/heritage-variou-6.jpg,"limited editions,various",<p>The Heritage Variou 6 by Northwind Co.</p>,2024-06-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000592,Numbered Variou 7,numbered-variou-7,Limited Edition,Northwind Co.,active,2023-11-21T00:00:00+00:00,https://cdn.northwindco.com/products/numbered-variou-7.jpg,"limited editions,various",<p>The Numbered Variou 7 by Northwind Co.</p>,2023-11-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000593,Archive Variou 8,archive-variou-8,Limited Edition,Northwind Co.,active,2024-04-14T00:00:00+00:00,https://cdn.northwindco.com/products/archive-variou-8.jpg,"limited editions,various",<p>The Archive Variou 8 by Northwind Co.</p>,2024-04-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000594,Reserve Variou 9,reserve-variou-9,Limited Edition,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/reserve-variou-9.jpg,"limited editions,various",<p>The Reserve Variou 9 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000595,Capsule Variou 10,capsule-variou-10,Limited Edition,Northwind Co.,active,2022-12-06T00:00:00+00:00,https://cdn.northwindco.com/products/capsule-variou-10.jpg,"limited editions,various",<p>The Capsule Variou 10 by Northwind Co.</p>,2022-12-06T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000596,Collector Variou 11,collector-variou-11,Limited Edition,Northwind Co.,active,2024-07-18T00:00:00+00:00,https://cdn.northwindco.com/products/collector-variou-11.jpg,"limited editions,various",<p>The Collector Variou 11 by Northwind Co.</p>,2024-07-18T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000597,Artist Variou 12,artist-variou-12,Limited Edition,Northwind Co.,active,2022-06-27T00:00:00+00:00,https://cdn.northwindco.com/products/artist-variou-12.jpg,"limited editions,various",<p>The Artist Variou 12 by Northwind Co.</p>,2022-06-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000598,Heritage Variou 13,heritage-variou-13,Limited Edition,Northwind Co.,active,2023-09-20T00:00:00+00:00,https://cdn.northwindco.com/products/heritage-variou-13.jpg,"limited editions,various",<p>The Heritage Variou 13 by Northwind Co.</p>,2023-09-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000599,Numbered Variou 14,numbered-variou-14,Limited Edition,Northwind Co.,active,2024-11-26T00:00:00+00:00,https://cdn.northwindco.com/products/numbered-variou-14.jpg,"limited editions,various",<p>The Numbered Variou 14 by Northwind Co.</p>,2024-11-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000600,Archive Variou 15,archive-variou-15,Limited Edition,Northwind Co.,active,2023-10-18T00:00:00+00:00,https://cdn.northwindco.com/products/archive-variou-15.jpg,"limited editions,various",<p>The Archive Variou 15 by Northwind Co.</p>,2023-10-18T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000601,Reserve Variou 16,reserve-variou-16,Limited Edition,Northwind Co.,active,2023-09-03T00:00:00+00:00,https://cdn.northwindco.com/products/reserve-variou-16.jpg,"limited editions,various",<p>The Reserve Variou 16 by Northwind Co.</p>,2023-09-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000602,Capsule Variou 17,capsule-variou-17,Limited Edition,Northwind Co.,active,2023-06-13T00:00:00+00:00,https://cdn.northwindco.com/products/capsule-variou-17.jpg,"limited editions,various",<p>The Capsule Variou 17 by Northwind Co.</p>,2023-06-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000603,Collector Variou 18,collector-variou-18,Limited Edition,Northwind Co.,active,2022-09-22T00:00:00+00:00,https://cdn.northwindco.com/products/collector-variou-18.jpg,"limited editions,various",<p>The Collector Variou 18 by Northwind Co.</p>,2022-09-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000604,Artist Variou 19,artist-variou-19,Limited Edition,Northwind Co.,active,2023-03-22T00:00:00+00:00,https://cdn.northwindco.com/products/artist-variou-19.jpg,"limited editions,various",<p>The Artist Variou 19 by Northwind Co.</p>,2023-03-22T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000605,Heritage Variou 20,heritage-variou-20,Limited Edition,Northwind Co.,active,2023-06-25T00:00:00+00:00,https://cdn.northwindco.com/products/heritage-variou-20.jpg,"limited editions,various",<p>The Heritage Variou 20 by Northwind Co.</p>,2023-06-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000606,Numbered Variou 21,numbered-variou-21,Limited Edition,Northwind Co.,active,2024-03-17T00:00:00+00:00,https://cdn.northwindco.com/products/numbered-variou-21.jpg,"limited editions,various",<p>The Numbered Variou 21 by Northwind Co.</p>,2024-03-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000607,Archive Variou 22,archive-variou-22,Limited Edition,Northwind Co.,active,2023-03-15T00:00:00+00:00,https://cdn.northwindco.com/products/archive-variou-22.jpg,"limited editions,various",<p>The Archive Variou 22 by Northwind Co.</p>,2023-03-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000608,Reserve Variou 23,reserve-variou-23,Limited Edition,Northwind Co.,active,2024-08-06T00:00:00+00:00,https://cdn.northwindco.com/products/reserve-variou-23.jpg,"limited editions,various",<p>The Reserve Variou 23 by Northwind Co.</p>,2024-08-06T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000609,Capsule Variou 24,capsule-variou-24,Limited Edition,Northwind Co.,active,2023-04-08T00:00:00+00:00,https://cdn.northwindco.com/products/capsule-variou-24.jpg,"limited editions,various",<p>The Capsule Variou 24 by Northwind Co.</p>,2023-04-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000610,Collector Variou 25,collector-variou-25,Limited Edition,Northwind Co.,active,2022-09-04T00:00:00+00:00,https://cdn.northwindco.com/products/collector-variou-25.jpg,"limited editions,various",<p>The Collector Variou 25 by Northwind Co.</p>,2022-09-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000611,Artist Variou 26,artist-variou-26,Limited Edition,Northwind Co.,active,2022-10-21T00:00:00+00:00,https://cdn.northwindco.com/products/artist-variou-26.jpg,"limited editions,various",<p>The Artist Variou 26 by Northwind Co.</p>,2022-10-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000612,Heritage Variou 27,heritage-variou-27,Limited Edition,Northwind Co.,active,2023-07-05T00:00:00+00:00,https://cdn.northwindco.com/products/heritage-variou-27.jpg,"limited editions,various",<p>The Heritage Variou 27 by Northwind Co.</p>,2023-07-05T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000613,Numbered Variou 28,numbered-variou-28,Limited Edition,Northwind Co.,active,2022-06-16T00:00:00+00:00,https://cdn.northwindco.com/products/numbered-variou-28.jpg,"limited editions,various",<p>The Numbered Variou 28 by Northwind Co.</p>,2022-06-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000614,Archive Variou 29,archive-variou-29,Limited Edition,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/archive-variou-29.jpg,"limited editions,various",<p>The Archive Variou 29 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000615,Reserve Variou 30,reserve-variou-30,Limited Edition,Northwind Co.,active,2024-12-13T00:00:00+00:00,https://cdn.northwindco.com/products/reserve-variou-30.jpg,"limited editions,various",<p>The Reserve Variou 30 by Northwind Co.</p>,2024-12-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000616,Capsule Variou 31,capsule-variou-31,Limited Edition,Northwind Co.,active,2024-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/capsule-variou-31.jpg,"limited editions,various",<p>The Capsule Variou 31 by Northwind Co.</p>,2024-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000617,Collector Variou 32,collector-variou-32,Limited Edition,Northwind Co.,active,2024-11-15T00:00:00+00:00,https://cdn.northwindco.com/products/collector-variou-32.jpg,"limited editions,various",<p>The Collector Variou 32 by Northwind Co.</p>,2024-11-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000618,Artist Variou 33,artist-variou-33,Limited Edition,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/artist-variou-33.jpg,"limited editions,various",<p>The Artist Variou 33 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000619,Heritage Variou 34,heritage-variou-34,Limited Edition,Northwind Co.,active,2024-10-15T00:00:00+00:00,https://cdn.northwindco.com/products/heritage-variou-34.jpg,"limited editions,various",<p>The Heritage Variou 34 by Northwind Co.</p>,2024-10-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000620,Numbered Variou 35,numbered-variou-35,Limited Edition,Northwind Co.,active,2024-08-13T00:00:00+00:00,https://cdn.northwindco.com/products/numbered-variou-35.jpg,"limited editions,various",<p>The Numbered Variou 35 by Northwind Co.</p>,2024-08-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000621,Archive Variou 36,archive-variou-36,Limited Edition,Northwind Co.,active,2024-08-05T00:00:00+00:00,https://cdn.northwindco.com/products/archive-variou-36.jpg,"limited editions,various",<p>The Archive Variou 36 by Northwind Co.</p>,2024-08-05T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000622,Reserve Variou 37,reserve-variou-37,Limited Edition,Northwind Co.,active,2023-09-07T00:00:00+00:00,https://cdn.northwindco.com/products/reserve-variou-37.jpg,"limited editions,various",<p>The Reserve Variou 37 by Northwind Co.</p>,2023-09-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000623,Capsule Variou 38,capsule-variou-38,Limited Edition,Northwind Co.,active,2022-12-15T00:00:00+00:00,https://cdn.northwindco.com/products/capsule-variou-38.jpg,"limited editions,various",<p>The Capsule Variou 38 by Northwind Co.</p>,2022-12-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000624,Collector Variou 39,collector-variou-39,Limited Edition,Northwind Co.,active,2024-10-02T00:00:00+00:00,https://cdn.northwindco.com/products/collector-variou-39.jpg,"limited editions,various",<p>The Collector Variou 39 by Northwind Co.</p>,2024-10-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000625,Artist Variou 40,artist-variou-40,Limited Edition,Northwind Co.,active,2023-01-17T00:00:00+00:00,https://cdn.northwindco.com/products/artist-variou-40.jpg,"limited editions,various",<p>The Artist Variou 40 by Northwind Co.</p>,2023-01-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
